name	ingredient	rxcui
emesan tabletten,	diphenhydramine hydrochloride	1362
emeside	ethosuximide	4135
emetiral	prochlorperazine maleate	8706
emetostop	meclozine hydrochloride	82041
emforal	propranolol hydrochloride	82084
emfucin	fusidic acid	4608
emfucin	sodium fusidate	9874
emgality	galcanezumab	2058846
emge	magnesium citrate	52356
emgesan	magnesium	6574
emillan	lansoprazole	17128
eminens sr	ropinirole	72302
eminocs	diclofenac potassium	81997
emirizia	rizatriptan benzoate	237082
emistem	ondansetron	26225
emistop	ondansetron	26225
emizof	ondansetron	26225
emla	lidocaine, prilocaine	166283
emla patch	lidocaine, prilocaine	166283
emla penso	lidocaine, prilocaine	166283
emla pflaster	lidocaine, prilocaine	166283
emla plaster	lidocaine, prilocaine	166283
emlapatch	lidocaine, prilocaine	166283
emlatm	lidocaine, prilocaine	166283
emlodin	amlodipine besilate	104416
emmarin	mometasone furoate	30145
emoclot	human coagulation factor viii	826070
emoclot d.i.	human coagulation factor viii	826070
emona	drospirenone, ethinylestradiol	840781
emorril	hydrocortisone acetate, lidocaine hydrochloride	106964
emovat	clobetasone	108074
emovat	clobetasone butyrate	21246
emovate	clobetasone butyrate	21246
emowil	human coagulation factor viii	826070
emox	naproxen	7258
emoxen	naproxen	7258
emoxen gél	naproxen	7258
emozul	esomeprazole	283742
emperin	betahistine dihydrochloride	81964
empesin	argipressin	1098
empil	levonorgestrel	6373
empirol	captopril, hydrochlorothiazide	214357
empliciti	elotuzumab	1726104
emportal	lactitol monohydrate	1305520
empressin	argipressin	1098
empressine	argipressin	1098
empreval	ziprasidone	115698
emtenef	emtricitabine, efavirenz, tenofovir disoproxil	1007761
emtenef stada arzneimittel	emtricitabine, efavirenz, tenofovir disoproxil	1007761
emtenovo	emtricitabine, tenofovir disoproxil	1008145
emthexate	methotrexate	6851
emthexate 50 mg	methotrexate	6851
emthexate 500 mg	methotrexate	6851
emthexate 5000 mg	methotrexate	6851
emthexate 5mg	methotrexate	6851
emthexate pf	methotrexate	6851
emthexate teva pharma	methotrexate	6851
emtricitabin/ tenofovirdisoproxil tillomed	emtricitabine, tenofovir disoproxil	1008145
emtricitabin/dizoproksiltenofovirat sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabin/dizoproksiltenofovirat teva	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabin/tenofovir disoproxil accord	emtricitabine, tenofovir disoproxil	1008145
emtricitabin/tenofovir disoproxil sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabin/tenofovir sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabin/tenofovirdisoproxil al	emtricitabine, tenofovir disoproxil	1008145
emtricitabin/tenofovirdisoproxil aristo	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabin/tenofovirdisoproxil beta	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabin/tenofovirdisoproxil glenmark	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabin/tenofovirdisoproxil hexal	emtricitabine, tenofovir disoproxil	1008145
emtricitabin/tenofovirdisoproxil hormosan	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabin/tenofovirdisoproxil ratiopharm	emtricitabine, tenofovir disoproxil	1008145
emtricitabin/tenofovirdisoproxil stada	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabin/tenofovirdizoproksil alpha-medical	emtricitabine, tenofovir disoproxil	1008145
emtricitabin/tenofovirdizoproksil pliva	emtricitabine, tenofovir disoproxil	1008145
emtricitabin/tenofovirdizoproksil sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabina + tenofovir accord	emtricitabine, tenofovir disoproxil	1008145
emtricitabina + tenofovir farmoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabina + tenofovir sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabina + tenofovir teva	emtricitabine, tenofovir disoproxil	1008145
emtricitabina e tenofovir disoproxil accord	emtricitabine, tenofovir disoproxil	1008145
emtricitabina e tenofovir disoproxil aristo	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabina e tenofovir disoproxil doc generici	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabina e tenofovir disoproxil dr. reddy’s	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabina e tenofovir disoproxil eg	emtricitabine, tenofovir disoproxil	1008145
emtricitabina e tenofovir disoproxil sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabina e tenofovir disoproxil teva	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabina/ tenofovir disoproxilo aristo	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabina/ tenofovir disoproxilo dr. reddys	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabina/tenofovir disoproxilo accord	emtricitabine, tenofovir disoproxil	1008145
emtricitabina/tenofovir disoproxilo glenmark	emtricitabine, tenofovir disoproxil	1008145
emtricitabina/tenofovir disoproxilo kern pharma	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabina/tenofovir disoproxilo stada	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabina/tenofovir sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabine + tenofovir disoproxil accord	emtricitabine, tenofovir disoproxil	1008145
emtricitabine + tenofovir disoproxil accordpharma	emtricitabine, tenofovir disoproxil	1008145
emtricitabine + tenofovir disoproxil sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabine / tenofovir disoproxil stada	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/ tenofovir disoproxil	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/ tenofovir disoproxil mercury pharmaceuticals	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/ tenofovir disoproxil sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil accord	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil accord healthcare	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil accordpharma	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil aristo	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabine/tenofovir disoproxil biogaran	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabine/tenofovir disoproxil clonmel	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabine/tenofovir disoproxil dr. reddy’s	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabine/tenofovir disoproxil eg	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil glenmark	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabine/tenofovir disoproxil hexal	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil krka	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil krka d.d.	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil lupin	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabine/tenofovir disoproxil mylan	emtricitabine, tenofovir disoproxil maleate	1008145
emtricitabine/tenofovir disoproxil ratiopharm	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil rowex	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil stada	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil stada	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabine/tenofovir disoproxil teva	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir disoproxil teva	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabine/tenofovir disoproxil venipharm	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabine/tenofovir disoproxil zentiva	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabine/tenofovir eg	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir eg	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabine/tenofovir stada	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovir stada	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabine/tenofovir-disoproxil teva	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovirdisoproxil accord	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovirdisoproxil aristo	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabine/tenofovirdisoproxil cf	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovirdisoproxil doc generici	emtricitabine, tenofovir disoproxil succinate	1008145
emtricitabine/tenofovirdisoproxil glenmark	emtricitabine, tenofovir disoproxil phosphate	1008145
emtricitabine/tenofovirdisoproxil lupin	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovirdisoproxil sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabine/tenofovirdisoproxil teva	emtricitabine, tenofovir disoproxil	1008145
emtricitabină/ tenofovir disoproxil sandoz	emtricitabine, tenofovir disoproxil	1008145
emtricitabină/tenofovir disoproxil	emtricitabine, tenofovir disoproxil	1008145
emtricitabină/tenofovir disoproxil accord	emtricitabine, tenofovir disoproxil	1008145
emtricitabină/tenofovir disoproxil accordpharma	emtricitabine, tenofovir disoproxil	1008145
emtricitabină/tenofovir disoproxil sandoz	emtricitabine, tenofovir disoproxil	1008145
emtriva	emtricitabine	276237
emulgatorhaltige lotio zinci oxidati sr	zinc oxide	11423
emuliquen simple	liquid paraffin	6972
emuliquen simple en sobre	liquid paraffin	6972
emulsifiying ointment pinewood laboratories limited	cetostearyl alcohol, sodium laurilsulfate	1307840
emulsifying ointment	paraffin white soft, emulsifying wax, liquid paraffin	6972
emulsifying ointment pinewood laboratories limited	cetostearyl alcohol, sodium laurilsulfate	1307840
emulsifying wax, white soft parafin, liquid paraffin ovelle	paraffin white soft, emulsifying wax, liquid paraffin	6972
emulus	lidocaine, prilocaine	166283
emusifying ointment pinewood laboratories limited	cetostearyl alcohol, sodium laurilsulfate	1307840
emytron	ondansetron	26225
emzok	metoprolol tartrate	203191
ena-aristo	enalapril maleate	203123
enabeta comp	enalapril maleate, hydrochlorothiazide	214536
enac	enalapril maleate	203123
enac plus	enalapril maleate, hydrochlorothiazide	214536
enacecor	enalapril maleate, hydrochlorothiazide	214536
enacodan	enalapril maleate	203123
enador&placebo	drospirenone, ethinylestradiol | lactose anhydrous	1307662
enahexal	enalapril maleate	203123
enahexal comp	enalapril maleate, hydrochlorothiazide	214536
enahexal i.v.	enalaprilat	3829
enala comp q	enalapril maleate, hydrochlorothiazide	214536
enalacomp	enalapril maleate, hydrochlorothiazide	214536
enalagamma hct	enalapril maleate, hydrochlorothiazide	214536
enalagen	enalapril maleate	203123
enalapril + hidroclorotiazida almus	enalapril maleate, hydrochlorothiazide	214536
enalapril + hidroclorotiazida aristo	enalapril maleate, hydrochlorothiazide	214536
enalapril + hidroclorotiazida basi	enalapril maleate, hydrochlorothiazide	214536
enalapril + hidroclorotiazida farmoz	enalapril maleate, hydrochlorothiazide	214536
enalapril + hidroclorotiazida generis	enalapril maleate, hydrochlorothiazide	214536
enalapril + hidroclorotiazida labesfal	enalapril maleate, hydrochlorothiazide	214536
enalapril + hidroclorotiazida mepha	enalapril maleate, hydrochlorothiazide	214536
enalapril + hidroclorotiazida mylan	enalapril maleate, hydrochlorothiazide	214536
enalapril + hidroclorotiazida pentafarma	enalapril maleate, hydrochlorothiazide	214536
enalapril + hidroclorotiazida sandoz	enalapril maleate, hydrochlorothiazide	214536
enalapril + hidroclorotiazida vitória	enalapril maleate, hydrochlorothiazide	214536
enalapril + idroclorotiazide euro generici	enalapril maleate, hydrochlorothiazide	214536
enalapril + idroclorotiazide eurogenerici	enalapril maleate, hydrochlorothiazide	214536
enalapril +pharma	enalapril maleate	203123
enalapril / hydrochlorothiazide biogaran	enalapril maleate, hydrochlorothiazide	214536
enalapril /hydrochlorothiazide tillomed laboratories	enalapril maleate, hydrochlorothiazide	214536
enalapril 1 a pharma	enalapril maleate	203123
enalapril 1a pharma	enalapril maleate	203123
enalapril abz	enalapril maleate	203123
enalapril almus	enalapril maleate	203123
enalapril alter	enalapril	3827
enalapril and hydrochlorothiazide crescent pharma	enalapril maleate, hydrochlorothiazide	214536
enalapril apotex	enalapril maleate	203123
enalapril arena	enalapril maleate	203123
enalapril aristo	enalapril maleate	203123
enalapril aristo pharma	enalapril maleate	203123
enalapril arrow lab	enalapril maleate	203123
enalapril aurobindo italia	enalapril maleate	203123
enalapril aurobindo pharma italia	enalapril maleate	203123
enalapril aurovitas	enalapril maleate	203123
enalapril axcount	enalapril maleate	203123
enalapril azu	enalapril maleate	203123
enalapril basics	enalapril maleate	203123
enalapril bd-mabo	enalapril maleate	203123
enalapril belmac	enalapril maleate	203123
enalapril biogaran	enalapril maleate	203123
enalapril bluepharma	enalapril maleate	203123
enalapril ciclum	enalapril maleate	203123
enalapril cinfa	enalapril maleate	203123
enalapril comp	enalapril maleate, hydrochlorothiazide	214536
enalapril comp orion	enalapril maleate, hydrochlorothiazide	214536
enalapril comp ratiopharm	enalapril maleate, hydrochlorothiazide	214536
enalapril comp stada	enalapril maleate, hydrochlorothiazide	214536
enalapril comp. abz	enalapril maleate, hydrochlorothiazide	214536
enalapril comp. ct	enalapril maleate, hydrochlorothiazide	214536
enalapril ct	enalapril maleate	203123
enalapril davur	enalapril maleate	203123
enalapril doc	enalapril maleate	203123
enalapril durbán	enalapril maleate	203123
enalapril e hidroclorotiazida ratiopharm	enalapril maleate, hydrochlorothiazide	214536
enalapril e idroclorotiazide almus	enalapril maleate, hydrochlorothiazide	214536
enalapril e idroclorotiazide alter	enalapril maleate, hydrochlorothiazide	214536
enalapril e idroclorotiazide aurobindo	enalapril maleate, hydrochlorothiazide	214536
enalapril e idroclorotiazide doc generici	enalapril maleate, hydrochlorothiazide	214536
enalapril e idroclorotiazide git	enalapril maleate, hydrochlorothiazide	214536
enalapril e idroclorotiazide mylan	enalapril maleate, hydrochlorothiazide	214536
enalapril e idroclorotiazide pensa	enalapril maleate, hydrochlorothiazide	214536
enalapril e idroclorotiazide ranbaxy	enalapril maleate, hydrochlorothiazide	214536
enalapril e idroclorotiazide zentiva	enalapril maleate, hydrochlorothiazide	214536
enalapril eg	enalapril maleate	203123
enalapril eurogenerici	enalapril maleate	203123
enalapril evolugen	enalapril maleate	203123
enalapril farmoz	enalapril	3827
enalapril genericon	enalapril maleate	203123
enalapril generis	enalapril maleate	203123
enalapril generis phar	enalapril maleate	203123
enalapril git	enalapril maleate	203123
enalapril hct	enalapril maleate, hydrochlorothiazide	214536
enalapril hct axcount	enalapril maleate, hydrochlorothiazide	214536
enalapril hct sandoz	enalapril maleate, hydrochlorothiazide	214536
enalapril hidroclorotiazida bluepharma	enalapril maleate, hydrochlorothiazide	214536
enalapril hidroclorotiazida ciclum	enalapril maleate, hydrochlorothiazide	214536
enalapril hydrochlorthiazid teva	enalapril maleate, hydrochlorothiazide	214536
enalapril idroclorotiazide eg	enalapril maleate, hydrochlorothiazide	214536
enalapril idroclorotiazide hexal	enalapril maleate, hydrochlorothiazide	214536
enalapril idroclorotiazide hexal ag	enalapril maleate, hydrochlorothiazide	214536
enalapril idroclorotiazide ratiopharm	enalapril maleate, hydrochlorothiazide	214536
enalapril idroclorotiazide sandoz	enalapril maleate, hydrochlorothiazide	214536
enalapril idroclorotiazide sandoz gmbh	enalapril maleate, hydrochlorothiazide	214536
enalapril kern pharma	enalapril maleate	203123
enalapril korhispana	enalapril maleate	203123
enalapril krka	enalapril maleate	203123
enalapril laropharm	enalapril maleate	203123
enalapril lph labormed	enalapril maleate	203123
enalapril mabo	enalapril maleate	203123
enalapril magistra c&c	enalapril maleate	203123
enalapril maleate / hydrochlorothiazide bristol laboratories	enalapril maleate, hydrochlorothiazide	214536
enalapril maleate accord healthcare	enalapril maleate	203123
enalapril maleate and hydrochlorothiazide generics [uk]	enalapril maleate, hydrochlorothiazide	214536
enalapril maleate crescent pharma	enalapril maleate	203123
enalapril maleate dexcel pharma	enalapril maleate	203123
enalapril maleate milpharm	enalapril maleate	203123
enalapril maleate morningside healthcare	enalapril maleate	203123
enalapril maleate mylan	enalapril maleate	203123
enalapril maleate teva uk	enalapril maleate	203123
enalapril maleate-hctz ratiopharm	enalapril maleate, hydrochlorothiazide	214536
enalapril maleate/hydrochlorothiazide sandoz ltd	enalapril maleate, hydrochlorothiazide	214536
enalapril mepha	enalapril maleate	203123
enalapril mylan	enalapril maleate	203123
enalapril mylan generics	enalapril maleate	203123
enalapril normon	enalapril maleate	203123
enalapril orion	enalapril maleate	203123
enalapril pensa	enalapril maleate	203123
enalapril plus	enalapril maleate, hydrochlorothiazide	214536
